"Comparison"	"GeneID"	"Symbol"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"Ctrl_Res_Sens"	9480	"ONECUT2"	2.4116038312225	2.41198345377516	3.36889893736959	0.0010465389739277	0.0272532757600189
"Ctrl_Res_Sens"	2168	"FABP1"	-2.99498847321788	10.3092547474861	-3.36663736930315	0.00105432980258673	0.0274022179929663
"Ctrl_Res_Sens"	10464	"PIBF1"	1.32663255591564	5.06867994674825	3.36408040728766	0.00106320374158985	0.0275786711715532
"Ctrl_Res_Sens"	2585	"GALK2"	-1.14611132164955	3.88659894589185	-3.36085004784857	0.00107451487412943	0.0277582485650228
"Ctrl_Res_Sens"	55323	"LARP6"	1.71927247027245	3.2769080582412	3.35602114532176	0.00109163393668169	0.0278894126040549
"Ctrl_Res_Sens"	113452	"TMEM54"	-1.4158734698997	6.59810134217055	-3.35519437552387	0.00109459045736672	0.0278894126040549
"Ctrl_Res_Sens"	745	"MYRF"	-2.80628096410352	2.53619670073441	-3.35327764913079	0.00110147355538752	0.0278894126040549
"Ctrl_Res_Sens"	740	"MRPL49"	-1.06106968908043	5.2787087680759	-3.35317243316066	0.00110185256572462	0.0278894126040549
"Ctrl_Res_Sens"	80135	"RPF1"	-1.05423841873695	5.61694705381994	-3.35267829076796	0.0011036342079977	0.0278894126040549
"Ctrl_Res_Sens"	282809	"POC1B"	-1.05799009019251	5.35640914225811	-3.351474048223	0.00110798745124445	0.0278894126040549
"Ctrl_Res_Sens"	55655	"NLRP2"	3.7011735228263	-1.24622153791344	3.35146597837055	0.00110801667735789	0.0278894126040549
"Ctrl_Res_Sens"	4300	"MLLT3"	1.50338005433699	5.29188691096243	3.35137171907885	0.00110835810425735	0.0278894126040549
"Ctrl_Res_Sens"	79646	"PANK3"	-1.04961657324484	5.08239557865008	-3.35121814752623	0.00110891458384858	0.0278894126040549
"Ctrl_Res_Sens"	10917	"BTNL3"	-3.29494054274194	1.31289554315678	-3.34831480728041	0.00111948449450196	0.0280485992003151
"Ctrl_Res_Sens"	4179	"CD46"	1.09098009650767	8.22175854992115	3.34616008547857	0.00112738995551511	0.0281932735756322
