"Comparison"	"GeneID"	"Symbol"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"Ctrl_Res_Sens"	9189	"ZBED1"	2.06166221203535	5.66337185165975	5.24953756908966	7.67467417491382e-07	0.000241733963476036
"Ctrl_Res_Sens"	8631	"SKAP1"	2.88054748218873	2.45378602850559	5.21261466468097	9.00046249279268e-07	0.000276900275156173
"Ctrl_Res_Sens"	10138	"YAF2"	1.30610871591945	5.10917846033407	5.20131901317205	9.44896067906114e-07	0.000284091592780227
"Ctrl_Res_Sens"	8120	"AP3B2"	4.79898526268347	-0.832366524134272	5.17105515784781	1.07608351977539e-06	0.000316344641846859
"Ctrl_Res_Sens"	6480	"ST6GAL1"	2.69471804893087	5.35903343937869	5.15874137380375	1.13440540112351e-06	0.000320098590888912
"Ctrl_Res_Sens"	219402	"MTIF3"	1.27451920186236	7.01215732585162	5.1543770267515	1.15580742231884e-06	0.000320098590888912
"Ctrl_Res_Sens"	63908	"NAPB"	2.19892318739117	3.83327236164905	5.1532408743023	1.16144322039971e-06	0.000320098590888912
"Ctrl_Res_Sens"	6523	"SLC5A1"	2.58831121369092	4.02552062027708	5.13692423013807	1.24539871193142e-06	0.00033623223592124
"Ctrl_Res_Sens"	7903	"ST8SIA4"	5.11236432185231	-0.131951625706583	5.10596328500192	1.42127644054342e-06	0.000376041320638979
"Ctrl_Res_Sens"	9921	"RNF10"	-1.0896107305642	6.68493797451478	-5.02745983822345	1.98284361557854e-06	0.000509412168133697
"Ctrl_Res_Sens"	51727	"CMPK1"	-1.47666121313106	6.72165698085115	-5.02513852568684	2.00237604829936e-06	0.000509412168133697
"Ctrl_Res_Sens"	7456	"WIPF1"	3.49206973972474	-0.682598265281175	5.01977062673354	2.04826400444877e-06	0.000511254424808543
"Ctrl_Res_Sens"	79654	"HECTD3"	-1.59698008519892	3.84912793258424	-5.01515064151137	2.08857697280124e-06	0.000511662680984956
"Ctrl_Res_Sens"	6238	"RRBP1"	1.41278818829525	8.58096845217014	5.01070640518454	2.12808487250271e-06	0.000511862450515244
"Ctrl_Res_Sens"	255349	"TMEM211"	3.46029501864242	0.917004486962281	4.9946995585058	2.27650164725002e-06	0.000537782862347689
"Ctrl_Res_Sens"	140809	"SRXN1"	1.53136218182693	5.82254233545208	4.98460529279127	2.37522662940988e-06	0.000551260931236198
"Ctrl_Res_Sens"	54863	"TOR4A"	3.67384916328938	3.99891993422208	4.95853661539537	2.64985764371494e-06	0.000597612561809152
"Ctrl_Res_Sens"	54658	"UGT1A1"	-3.98428685861239	2.68570590218408	-4.95715077371044	2.66529149192985e-06	0.000597612561809152
"Ctrl_Res_Sens"	57683	"ZDBF2"	3.94686395982271	0.67609168767281	4.93938590378976	2.871050436127e-06	0.000633018770325401
"Ctrl_Res_Sens"	23363	"OBSL1"	3.72441069896512	1.38278308951828	4.93058391682865	2.97864262216504e-06	0.000645974807354447
"Ctrl_Res_Sens"	10487	"CAP1"	-1.13647317152398	8.11629722291061	-4.9127748139092	3.20845997001787e-06	0.000684592208763974
"Ctrl_Res_Sens"	3204	"HOXA7"	4.33566101377827	2.10574625437085	4.9059308410594	3.30128813604792e-06	0.000693218107171078
"Ctrl_Res_Sens"	100505817	"LINC02582"	-5.89356509395475	2.70165018087274	-4.86834158675209	3.85958427637978e-06	0.000797788131128565
"Ctrl_Res_Sens"	100131205	"RPL21P28"	1.3460148421591	10.4081402949833	4.84488728654199	4.25333729106808e-06	0.000847407306654902
"Ctrl_Res_Sens"	6997	"TDGF1"	2.54122524492584	4.13549421456096	4.84298813701753	4.28687562398134e-06	0.000847407306654902
"Ctrl_Res_Sens"	55612	"FERMT1"	1.30884929185675	9.29536403806417	4.8427102171503	4.29180509077621e-06	0.000847407306654902
"Ctrl_Res_Sens"	7172	"TPMT"	-2.0035281833397	5.36770085041233	-4.83780554139207	4.37971079145276e-06	0.000852046971472478
"Ctrl_Res_Sens"	27087	"B3GAT1"	4.12370810970001	-1.38354728321911	4.81965554969267	4.72047623658239e-06	0.000880861285190468
"Ctrl_Res_Sens"	124975	"GGT6"	-3.36331770580252	4.95469346746568	-4.81729311964801	4.76668162532292e-06	0.000880861285190468
"Ctrl_Res_Sens"	22928	"SEPHS2"	-1.46079474662548	6.76285397047571	-4.81668498500951	4.77864666878148e-06	0.000880861285190468
"Ctrl_Res_Sens"	4646	"MYO6"	-1.46165500500722	8.05897604246843	-4.81589843541996	4.7941652833709e-06	0.000880861285190468
"Ctrl_Res_Sens"	3384	"ICAM2"	3.9976202189301	1.66975010842431	4.81161617175047	4.87951654610333e-06	0.000884261977923301
"Ctrl_Res_Sens"	10161	"LPAR6"	4.15323775530587	0.81096486673491	4.80342247870184	5.04695875716767e-06	0.000896364878712595
"Ctrl_Res_Sens"	28973	"MRPS18B"	-1.29906712451813	7.41248436333525	-4.80174990859332	5.08181766599476e-06	0.000896364878712595
